STATE,COUNTY,FIPS,E_TOTPOP,E_POV,E_UNEMP,E_PCI,E_AGE65,E_MINRTY,E_CROWD,E_UNINSUR
NORTH CAROLINA,Iredell,37097,172525,20230,5349,32006,26249,40981,1658,16451
NORTH CAROLINA,Johnston,37101,191172,25213,5185,25847,24306,60690,1313,23136
NORTH CAROLINA,Lincoln,37109,81441,11593,2584,29089,13761,12168,634,7929
NORTH CAROLINA,Madison,37115,21405,3586,559,25326,4486,1265,155,2149
NORTH CAROLINA,Mitchell,37121,15040,2052,280,23907,3609,1143,50,1887
NORTH CAROLINA,Montgomery,37123,27338,5178,527,22760,5257,10042,452,3552
NORTH CAROLINA,Moore,37125,95629,11863,2244,33432,22698,21808,627,8670
NORTH CAROLINA,Nash,37127,94003,14269,2892,26980,16294,46647,1005,9402
NORTH CAROLINA,Pasquotank,37139,39479,5981,1187,23699,6367,17831,163,5075
NORTH CAROLINA,Pender,37141,59020,8709,2016,27724,10339,14882,438,6517
NORTH CAROLINA,Person,37145,39305,6836,1703,25922,7227,13217,430,3572
NORTH CAROLINA,Randolph,37151,142958,22265,3719,24127,24213,29512,1272,19208
NORTH CAROLINA,Rockingham,37157,91270,16201,2568,23604,17708,25089,882,9216
NORTH CAROLINA,Rowan,37159,139605,22386,5106,25117,23456,38547,1206,16794
NORTH CAROLINA,Rutherford,37161,66532,11731,2410,22493,13755,11019,431,7345
NORTH CAROLINA,Stanly,37167,61114,8474,1865,24671,11242,11705,780,6245
NORTH CAROLINA,Stokes,37169,45905,6166,1400,25091,9098,4022,291,5895
NORTH CAROLINA,Surry,37171,72099,11978,1422,23957,14189,11381,672,9132
NORTH CAROLINA,Yadkin,37197,37665,5692,889,23566,7208,5858,406,4569
NORTH DAKOTA,Adams,38001,2351,191,16,33652,550,202,5,161
NORTH DAKOTA,Barnes,38003,10836,1080,158,33868,2293,783,15,629
NORTH DAKOTA,Billings,38007,946,81,19,45523,150,73,1,42
NORTH DAKOTA,Bottineau,38009,6589,634,131,35039,1477,548,27,245
NORTH DAKOTA,Bowman,38011,3195,242,44,36221,642,214,30,169
NORTH DAKOTA,Dickey,38021,4970,252,73,32943,1047,329,32,201
NORTH DAKOTA,Dunn,38025,4387,381,73,44492,705,699,42,852
NORTH DAKOTA,Eddy,38027,2313,306,15,34565,534,275,5,143
NORTH DAKOTA,Foster,38031,3290,231,22,33737,735,149,14,202
NORTH DAKOTA,Golden Valley,38033,1882,119,17,32590,406,106,6,191
NORTH DAKOTA,Hettinger,38041,2576,228,21,32474,619,237,0,213
NORTH DAKOTA,Kidder,38043,2460,246,14,32364,483,140,27,348
NORTH DAKOTA,McHenry,38049,5927,504,49,37626,1179,289,12,286
NORTH DAKOTA,McLean,38055,9608,772,64,35367,2152,1013,72,471
NORTH DAKOTA,Mercer,38057,8570,589,41,38298,1506,623,78,1184
NORTH DAKOTA,Morton,38059,30544,2426,549,39300,4727,2963,153,1658
NORTH DAKOTA,Oliver,38065,1837,165,37,33849,441,169,13,165
NORTH DAKOTA,Pembina,38067,7016,475,100,36251,1537,628,18,451
NORTH DAKOTA,Pierce,38069,4210,692,20,28008,975,254,4,140
NORTH DAKOTA,Ransom,38073,5361,304,38,34691,1132,286,5,136
NORTH DAKOTA,Renville,38075,2495,114,23,33635,446,224,13,95
NORTH DAKOTA,Sargent,38081,3883,146,28,37039,833,287,27,158
NORTH DAKOTA,Steele,38091,1910,114,22,39403,447,41,12,107
NORTH DAKOTA,Towner,38095,2246,271,43,36217,523,242,32,245
NORTH DAKOTA,Traill,38097,8019,504,126,32712,1515,622,14,383
NORTH DAKOTA,Walsh,38099,10802,1012,140,31366,2227,1666,49,592
OHIO,Allen,39003,103642,14795,3070,25662,17319,19681,446,6807
OHIO,Ashland,39005,53477,6769,1067,25471,9580,2311,430,4622
OHIO,Ashtabula,39007,98136,19216,3111,22817,17737,10156,732,8735
OHIO,Auglaize,39011,45784,3906,838,29908,7946,1931,212,1838
OHIO,Belmont,39013,68472,8738,1882,26106,13591,4896,97,3875
OHIO,Brown,39015,43679,6818,1154,25637,7612,1519,305,3254
OHIO,Butler,39017,378294,47601,9789,30777,52872,69799,2047,21722
OHIO,Carroll,39019,27578,3549,611,28421,5580,1029,121,2502
OHIO,Champaign,39021,38864,4180,1180,26515,6904,2556,189,2152
OHIO,Clark,39023,135198,20775,4768,25948,25265,21361,802,9126
OHIO,Clermont,39025,203216,19204,4473,32900,30876,12890,963,11496
OHIO,Clinton,39027,41896,5277,1275,26861,6750,2769,304,2468
OHIO,Columbiana,39029,104003,14639,3294,25853,20059,6217,790,7245
OHIO,Crawford,39033,42021,6182,1053,24513,8436,1928,109,2563
OHIO,Darke,39037,51734,5124,1213,26262,9780,1965,228,3008
OHIO,Defiance,39039,38279,4032,917,28491,6728,5156,126,2111
OHIO,Erie,39043,75136,8858,2050,31677,15642,12551,170,3709
OHIO,Fairfield,39045,152910,14142,3327,31136,23108,20412,944,7673
OHIO,Fulton,39051,42305,3919,1044,28411,7070,4578,276,1889
OHIO,Gallia,39053,30195,6608,657,22588,5450,1979,227,3160
OHIO,Geauga,39055,93961,5642,1453,42149,17977,4095,731,8228
OHIO,Greene,39057,165811,19065,4550,34682,27076,26615,647,7270
OHIO,Guernsey,39059,39274,7815,1254,23599,7326,2231,251,2961
OHIO,Hancock,39063,75690,8545,1718,30794,12284,8090,243,3574
OHIO,Hardin,39065,31542,4880,893,22329,4805,1532,179,2835
OHIO,Harrison,39067,15307,2545,381,24108,3118,770,101,1386
OHIO,Henry,39069,27316,2593,588,28328,4811,2715,59,977
OHIO,Highland,39071,43007,8836,1237,22624,7573,2020,265,3679
OHIO,Hocking,39073,28495,3785,786,24138,5219,1015,241,1937
OHIO,Huron,39077,58457,7845,1411,25375,9536,5711,290,4374
OHIO,Jefferson,39081,66886,11647,2366,25658,13770,6399,134,3931
OHIO,Knox,39083,61215,8222,1586,25589,10538,2784,267,5647
OHIO,Lake,39085,230052,18830,5449,33737,43492,26244,786,11587
OHIO,Licking,39089,172293,19101,4340,30338,27141,16230,993,10938
OHIO,Logan,39091,45307,5984,1103,27840,7712,2966,475,3532
OHIO,Lorain,39093,306713,40799,9507,29777,53050,65973,1157,15404
OHIO,Mahoning,39099,231064,39441,9129,27429,46245,55078,723,12147
OHIO,Medina,39103,177257,11303,3065,35979,29672,10644,734,7453
OHIO,Mercer,39107,40806,2788,567,28513,6923,1818,199,1672
OHIO,Miami,39109,104800,9764,2442,29703,18836,7850,267,5631
OHIO,Monroe,39111,14090,2309,364,25141,3204,384,59,952
OHIO,Montgomery,39113,532034,89854,18780,28807,91990,154006,2822,36788
OHIO,Morrow,39117,34976,3524,661,27212,5627,1388,274,2236
OHIO,Muskingum,39119,86076,13669,2707,24080,14685,7238,496,5272
OHIO,Ottawa,39123,40709,4181,950,33081,9598,3130,70,1711
OHIO,Paulding,39125,18872,1919,415,25918,3368,1456,164,1176
OHIO,Perry,39127,35985,6907,1234,22659,5716,1181,189,1855
OHIO,Portage,39133,162644,20346,5595,29439,25025,16695,333,9439
OHIO,Preble,39135,41207,4683,1026,27031,7500,1436,229,2530
OHIO,Putnam,39137,33969,2265,514,30064,5590,2688,115,1033
OHIO,Richland,39139,121324,16190,3533,24545,22951,17424,652,9058
OHIO,Ross,39141,77051,12694,2490,23756,12121,7996,495,4655
OHIO,Sandusky,39143,59299,7872,1479,26256,10577,9093,143,3154
OHIO,Seneca,39147,55475,7680,1353,25555,9434,5556,119,2539
OHIO,Shelby,39149,48797,4384,1162,29008,7570,3432,342,1980
OHIO,Stark,39151,373475,50408,11432,28434,69336,50278,1504,20742
OHIO,Summit,39153,541810,69576,15960,32055,92166,122759,2143,31477
OHIO,Trumbull,39155,201794,34604,4794,26116,41230,25723,968,14402
OHIO,Tuscarawas,39157,92526,11990,1902,26034,17458,4881,555,7947
OHIO,Union,39159,55654,3610,720,34691,6508,5644,244,2410
OHIO,Van Wert,39161,28281,3100,631,26698,5125,1662,70,1610
OHIO,Warren,39165,226564,10100,4113,39448,30752,30411,409,9197
OHIO,Washington,39167,60671,8921,1120,27860,12162,2950,332,4100
OHIO,Wayne,39169,116208,13885,2256,26822,19566,7312,1059,14815
OHIO,Williams,39171,36936,4886,809,25428,6651,2640,183,1960
OHIO,Wyandot,39175,22107,2068,428,27037,4059,1094,90,1275
OKLAHOMA,Bryan,40013,45759,7401,1147,23453,7999,13054,643,7607
OKLAHOMA,Caddo,40015,29342,5617,921,22062,4806,12559,399,5363
OKLAHOMA,Canadian,40017,136710,11339,3177,30545,17179,31880,1155,13609
OKLAHOMA,Carter,40019,48406,8055,1222,25110,7814,14361,506,7345
OKLAHOMA,Cherokee,40021,48599,9792,1537,20575,7772,25334,603,11031
OKLAHOMA,Cleveland,40027,276733,33017,6090,30507,34733,76948,2561,26540
OKLAHOMA,Comanche,40031,122561,17379,3897,26149,14592,53338,1154,14361
OKLAHOMA,Cotton,40033,5929,999,195,22596,1147,1403,63,906
OKLAHOMA,Craig,40035,14493,2523,350,20704,2818,5243,90,2237
OKLAHOMA,Creek,40037,71160,10869,1146,25150,12111,16852,911,8858
OKLAHOMA,Ellis,40045,4072,709,105,27120,868,544,13,546
OKLAHOMA,Garfield,40047,62190,8909,1513,26454,9782,15497,534,7850
OKLAHOMA,Garvin,40049,27823,4453,406,23020,4859,6715,240,4300
OKLAHOMA,Grady,40051,54733,6183,950,28577,8496,10019,463,6410
OKLAHOMA,Grant,40053,4418,404,64,29060,916,511,14,340
OKLAHOMA,Jackson,40065,25384,4263,570,23226,3698,9395,212,3200
OKLAHOMA,Kay,40071,44880,7695,1418,24853,8383,11214,497,6046
OKLAHOMA,Kiowa,40075,9001,1936,196,20888,1756,2292,35,1247
OKLAHOMA,Lincoln,40081,34854,4876,810,24454,6144,6091,335,4650
OKLAHOMA,Logan,40083,46044,5739,1120,29387,6791,10279,301,5475
OKLAHOMA,Love,40085,9933,1323,186,21704,1885,2815,77,1217
OKLAHOMA,McClain,40087,38634,3424,625,29797,5812,7940,208,4610
OKLAHOMA,Major,40093,7718,910,102,28801,1525,1144,54,789
OKLAHOMA,Noble,40103,11411,1419,219,27828,2110,2113,104,916
OKLAHOMA,Nowata,40105,10383,1721,346,22147,1974,3428,55,1787
OKLAHOMA,Osage,40113,47311,7539,1328,24363,8817,17244,525,5678
OKLAHOMA,Pawnee,40117,16428,2485,299,23916,3060,3798,233,2464
OKLAHOMA,Pontotoc,40123,38358,5685,926,24683,6148,13107,281,6377
OKLAHOMA,Pottawatomie,40125,72000,11259,1976,23155,11396,19683,676,10046
OKLAHOMA,Roger Mills,40129,3708,716,104,26431,708,597,23,538
OKLAHOMA,Rogers,40131,90814,8514,2186,30886,14195,25331,863,9817
OKLAHOMA,Seminole,40133,25071,5099,784,20460,4369,8836,310,4840
OKLAHOMA,Stephens,40137,43983,6344,1281,25374,8254,8606,262,5940
OKLAHOMA,Wagoner,40145,77850,8231,2240,28286,12114,21933,861,8863
OKLAHOMA,Washington,40147,52001,7072,1172,30267,9881,13986,307,6889
OKLAHOMA,Washita,40149,11432,1529,232,26744,1985,1886,89,1251
OKLAHOMA,Woodward,40153,20967,2303,510,28248,3048,4134,101,2169
OREGON,Clatsop,41007,38562,3977,1113,28750,8015,5514,365,3280
OREGON,Columbia,41009,50851,6103,1640,29317,9097,5694,309,2971
OREGON,Deschutes,41017,180640,19503,4792,34187,34502,22544,1758,15426
OREGON,Jackson,41029,214267,34519,6530,28728,45075,40176,2764,16698
OREGON,Klamath,41035,66310,13275,2426,24296,13368,14346,944,5614
OREGON,Lake,41037,7843,1201,198,22469,1903,1199,103,593
OREGON,Linn,41043,122870,17528,4471,25781,22051,17985,1388,8627
OREGON,Polk,41053,81427,11214,2906,27492,13995,17551,624,5106
OREGON,Union,41061,26028,4026,780,27425,5043,2867,348,2041
OREGON,Wasco,41065,25866,3392,532,26249,5161,6458,306,2104
OREGON,Yamhill,41071,103820,13499,2674,29141,16913,23537,1424,6508
PENNSYLVANIA,Adams,42001,102023,8597,2376,30534,19596,10935,531,5804
PENNSYLVANIA,Armstrong,42005,66331,7683,1990,26465,13954,1890,278,3265
PENNSYLVANIA,Beaver,42007,166896,17920,4344,30016,34142,17320,684,7340
PENNSYLVANIA,Bedford,42009,48611,6116,1126,25163,10617,1566,344,3455
PENNSYLVANIA,Blair,42013,123842,17645,2956,26648,24518,6600,511,6490
PENNSYLVANIA,Bradford,42015,61304,7257,1349,27319,12422,2465,427,4103
PENNSYLVANIA,Bucks,42017,626370,37423,15665,44103,110321,97394,2700,26385
PENNSYLVANIA,Butler,42019,186566,14952,4118,36383,33045,9603,586,6549
PENNSYLVANIA,Carbon,42025,63931,7861,2221,26867,12880,5044,429,3282
PENNSYLVANIA,Chester,42029,517156,34217,12306,48225,79856,104275,2514,30463
PENNSYLVANIA,Clarion,42031,38827,6093,1240,24293,7260,1529,157,3086
PENNSYLVANIA,Clearfield,42033,80216,11052,2578,23743,15777,5524,334,4264
PENNSYLVANIA,Clinton,42035,39074,6491,1069,23780,7035,1857,150,3033
PENNSYLVANIA,Columbia,42037,66220,8800,1545,25794,12183,4426,130,3048
PENNSYLVANIA,Crawford,42039,86164,11577,2392,25731,16718,4411,409,7987
PENNSYLVANIA,Cumberland,42041,247433,17327,4982,36012,44001,33956,912,13870
PENNSYLVANIA,Elk,42047,30608,2962,604,28476,6452,781,92,950
PENNSYLVANIA,Fayette,42051,132289,22683,4340,25876,26611,10709,991,6841
PENNSYLVANIA,Franklin,42055,153751,15640,4101,29748,28920,17879,812,14867
PENNSYLVANIA,Fulton,42057,14506,1650,396,26082,2992,552,55,997
PENNSYLVANIA,Indiana,42063,85755,13430,2934,25276,15612,5192,530,7342
PENNSYLVANIA,Jefferson,42065,44084,6011,893,24974,8860,1219,186,3274
PENNSYLVANIA,Juniata,42067,24562,2876,452,25057,4770,1367,211,2546
PENNSYLVANIA,Lawrence,42073,87382,12017,2606,27734,18408,6931,334,4439
PENNSYLVANIA,Lebanon,42075,138674,14073,3768,28560,26068,23925,1224,12919
PENNSYLVANIA,Lehigh,42077,362613,44179,12288,32252,58706,124958,2759,25134
PENNSYLVANIA,Lycoming,42081,114859,15403,2961,26867,21245,10848,340,6612
PENNSYLVANIA,McKean,42083,41806,6480,1339,25517,7740,2723,146,1910
PENNSYLVANIA,Mercer,42085,112630,14935,2760,26561,23322,11050,759,6936
PENNSYLVANIA,Monroe,42089,167586,19004,6723,28486,27248,55621,924,11760
PENNSYLVANIA,Northampton,42095,301778,26465,8296,34017,54951,68529,1115,16526
PENNSYLVANIA,Perry,42099,45924,3848,887,29685,8002,2034,215,4101
PENNSYLVANIA,Pike,42103,55498,5476,1991,33111,11899,10707,189,3287
PENNSYLVANIA,Potter,42105,16937,2392,468,24087,3860,572,52,1207
PENNSYLVANIA,Schuylkill,42107,143555,17294,4166,26070,28263,12364,422,8328
PENNSYLVANIA,Snyder,42109,40466,4046,568,26415,7206,1994,209,4779
PENNSYLVANIA,Somerset,42111,74949,8681,1877,25294,15931,4205,330,5177
PENNSYLVANIA,Susquehanna,42115,41340,5012,1187,29630,9172,1511,243,2937
PENNSYLVANIA,Tioga,42117,41226,5773,1133,26059,8578,1557,146,3177
PENNSYLVANIA,Venango,42121,52376,7088,1660,25837,11027,2131,242,3392
PENNSYLVANIA,Warren,42123,40035,4975,989,27593,8707,1282,123,2085
PENNSYLVANIA,Washington,42125,207547,18777,5381,34244,40748,15890,804,8304
PENNSYLVANIA,Wayne,42127,51536,5552,1361,26570,11809,4763,184,2852
PENNSYLVANIA,Westmoreland,42129,354751,34762,7989,32916,76650,21469,861,13485
PENNSYLVANIA,Wyoming,42131,27588,2805,802,28810,5433,1187,94,1324
PENNSYLVANIA,York,42133,444014,43381,11787,31468,73958,71788,2493,24793
RHODE ISLAND,Bristol,44001,48900,3432,910,43617,9406,3789,82,1215
RHODE ISLAND,Newport,44005,83075,6791,1991,45442,17350,11795,266,3253
RHODE ISLAND,Washington,44009,126242,11249,4180,41000,24442,11234,449,4001
SOUTH CAROLINA,Aiken,45003,166926,26420,6020,27526,30578,56047,1035,18626
SOUTH CAROLINA,Anderson,45007,195995,29419,5481,25807,34228,44139,1575,20541
SOUTH CAROLINA,Berkeley,45015,209065,24936,5298,28331,27136,75734,1196,22649
SOUTH CAROLINA,Chester,45023,32326,6783,1013,21240,5738,13332,252,3219
SOUTH CAROLINA,Dorchester,45035,155474,18746,4468,28704,20356,55338,882,14226
SOUTH CAROLINA,Greenville,45045,498402,60123,11986,30776,74825,156169,3785,56439
SOUTH CAROLINA,Kershaw,45055,64361,10488,1925,24253,11340,19989,227,6766
SOUTH CAROLINA,Lancaster,45057,89546,12722,2761,29271,18004,26758,609,8835
SOUTH CAROLINA,Lexington,45063,286316,35768,8362,30316,42994,71014,2142,28642
SOUTH CAROLINA,Oconee,45073,76696,13928,2116,28076,17204,11846,636,9272
SOUTH CAROLINA,Pickens,45077,122746,20294,3375,24803,19478,17345,804,12211
SOUTH CAROLINA,Spartanburg,45083,302195,43422,8449,26072,47462,94919,2884,32538
SOUTH CAROLINA,York,45091,258641,29188,8069,32227,35425,75505,1456,22305
SOUTH DAKOTA,Brule,46015,5256,901,57,28292,910,816,25,487
SOUTH DAKOTA,Butte,46019,10177,1199,195,26702,1977,854,53,1306
SOUTH DAKOTA,Clark,46025,3673,470,65,30339,761,224,22,282
SOUTH DAKOTA,Codington,46029,27993,3415,403,29992,4616,1966,234,1519
SOUTH DAKOTA,Deuel,46039,4306,413,47,29281,913,137,33,275
SOUTH DAKOTA,Douglas,46043,2930,210,16,29458,692,155,27,390
SOUTH DAKOTA,Edmunds,46045,3940,210,51,32492,787,129,4,273
SOUTH DAKOTA,Grant,46051,7217,558,37,31453,1450,525,9,381
SOUTH DAKOTA,Gregory,46053,4201,577,22,27579,1021,505,35,457
SOUTH DAKOTA,Haakon,46055,2082,272,25,24426,501,131,5,184
SOUTH DAKOTA,Hand,46059,3301,290,13,33865,793,71,4,169
SOUTH DAKOTA,Harding,46063,1311,109,16,31599,233,118,6,89
SOUTH DAKOTA,Hutchinson,46067,7315,742,149,27995,1685,387,33,394
SOUTH DAKOTA,Kingsbury,46077,4967,462,21,32259,1111,153,12,169
SOUTH DAKOTA,Lake,46079,12574,1468,299,31574,2533,811,89,915
SOUTH DAKOTA,Lawrence,46081,25234,2872,369,31744,5079,2254,96,2432
SOUTH DAKOTA,Meade,46093,27424,1979,201,28654,3870,3358,154,2665
SOUTH DAKOTA,Miner,46097,2229,198,30,27570,470,107,21,173
SOUTH DAKOTA,Moody,46101,6506,943,154,29142,1170,1499,46,689
SOUTH DAKOTA,Perkins,46105,2907,338,52,33065,664,130,11,266
SOUTH DAKOTA,Sanborn,46111,2388,241,42,32404,449,138,2,170
SOUTH DAKOTA,Spink,46115,6543,606,73,33597,1323,408,35,427
SOUTH DAKOTA,Stanley,46117,2997,141,28,35936,549,470,18,166
SOUTH DAKOTA,Sully,46119,1331,58,4,42276,299,61,0,89
SOUTH DAKOTA,Tripp,46123,5468,1062,102,26242,1206,1003,10,408
SOUTH DAKOTA,Turner,46125,8264,861,109,29465,1677,372,18,486
SOUTH DAKOTA,Walworth,46129,5510,537,79,31302,1289,1151,74,559
TENNESSEE,Anderson,47001,75775,12022,2114,27913,14731,8084,572,6889
TENNESSEE,Bedford,47003,47558,7420,1177,23988,7021,10788,681,5321
TENNESSEE,Blount,47009,128443,14808,3238,29634,25022,11322,730,11220
TENNESSEE,Bradley,47011,104557,16715,3037,26319,17356,14763,969,12260
TENNESSEE,Cannon,47015,13976,2194,325,24700,2564,809,131,1395
TENNESSEE,Carter,47019,56391,12841,1326,21963,11746,2829,336,6604
TENNESSEE,Cheatham,47021,39929,4516,928,26719,5654,2751,303,3763
TENNESSEE,Claiborne,47025,31613,7168,1107,20753,6051,1439,199,2414
TENNESSEE,Coffee,47031,54531,7624,1383,25637,9327,5987,571,5235
TENNESSEE,Crockett,47033,14499,2745,333,22050,2645,3744,184,1789
TENNESSEE,Decatur,47039,11683,2228,439,24337,2710,961,24,959
TENNESSEE,DeKalb,47041,19601,3364,428,25643,3527,2289,200,2364
TENNESSEE,Dickson,47043,51988,7333,946,26093,8051,5356,454,6039
TENNESSEE,Fayette,47047,39692,5449,1280,31629,7948,12635,145,2966
TENNESSEE,Franklin,47051,41512,5841,886,27027,7927,4742,228,2906
TENNESSEE,Gibson,47053,49175,8201,1399,22565,8718,11405,263,3846
TENNESSEE,Giles,47055,29167,4162,801,23877,5670,4564,238,2740
TENNESSEE,Hamblen,47063,63740,12129,2252,22252,11409,11690,645,6952
TENNESSEE,Hamilton,47065,357546,47360,9965,31184,60258,102849,1813,31758
TENNESSEE,Hardin,47071,25771,5191,840,22905,5638,2113,197,2891
TENNESSEE,Henderson,47077,27859,5331,956,21793,4888,3461,213,2599
TENNESSEE,Henry,47079,32279,6290,898,22727,7207,4063,167,2929
TENNESSEE,Hickman,47081,24678,4160,507,22248,4044,2365,125,2056
TENNESSEE,Jefferson,47089,53247,7169,1429,24855,10312,4071,463,5248
TENNESSEE,Lawrence,47099,42937,8029,1532,20752,7567,2702,469,6146
TENNESSEE,Lewis,47101,11956,2385,192,21510,2468,786,101,1216
TENNESSEE,Lincoln,47103,33711,5280,749,25077,6351,4364,378,2789
TENNESSEE,McMinn,47107,52773,10077,1582,23842,10108,5596,356,4880
TENNESSEE,Macon,47111,23487,4119,472,21972,3666,1844,167,2536
TENNESSEE,Madison,47113,97682,18238,2362,25555,15556,42740,679,8925
TENNESSEE,Marion,47115,28417,5084,679,24714,5433,2299,247,2631
TENNESSEE,Marshall,47117,32269,4661,949,24876,5034,4774,252,2770
TENNESSEE,Maury,47119,89776,10986,2287,27307,13716,18372,690,8259
TENNESSEE,Moore,47127,6322,492,136,29969,1351,436,43,665
TENNESSEE,Obion,47131,30520,6814,863,23141,5979,5134,257,3169
TENNESSEE,Overton,47133,22004,3687,376,20581,4362,830,173,1896
TENNESSEE,Polk,47139,16782,2709,607,24667,3366,821,170,1837
TENNESSEE,Putnam,47141,76440,14310,2231,23873,12617,8749,358,6723
TENNESSEE,Rhea,47143,32628,6901,1100,22070,5849,3071,193,3154
TENNESSEE,Roane,47145,52897,7838,1689,27897,11618,3743,330,4513
TENNESSEE,Robertson,47147,69344,7923,2129,28425,9753,11309,629,6149
TENNESSEE,Rutherford,47149,307128,35604,8196,28883,30572,87043,2298,27117
TENNESSEE,Sevier,47155,96287,14281,2777,23869,17934,9285,1152,15577
TENNESSEE,Smith,47159,19458,2858,333,26256,3137,1358,120,1672
TENNESSEE,Stewart,47161,13301,2159,403,22601,2617,1050,97,1311
TENNESSEE,Sullivan,47163,156734,25670,4371,26933,33114,10126,1096,13620
TENNESSEE,Sumner,47165,179473,16833,3657,32297,27276,27380,973,15432
TENNESSEE,Tipton,47167,61446,8432,2279,27212,8469,14804,366,5674
TENNESSEE,Warren,47177,40454,9103,1099,22328,6929,5853,294,4956
TENNESSEE,Washington,47179,127055,19210,2963,28261,22227,14137,679,11354
TENNESSEE,Weakley,47183,33626,6253,915,21641,5951,4379,179,3212
TENNESSEE,White,47185,26580,4542,870,20973,5263,1704,215,2970
TENNESSEE,Wilson,47189,132663,10674,2687,32850,20031,19156,659,8634
TEXAS,Archer,48009,8789,806,157,31806,1694,1017,50,996
TEXAS,Armstrong,48011,1916,135,9,31075,400,179,18,141
TEXAS,Baylor,48023,3591,382,37,25264,872,541,0,459
TEXAS,Blanco,48031,11279,1056,321,34925,2697,2567,163,2013
TEXAS,Brewster,48043,9216,1117,197,27227,1987,4494,130,1536
TEXAS,Brown,48049,37834,5217,661,25145,7236,10581,242,5053
TEXAS,Burnet,48053,45750,4984,959,30507,9939,12005,520,6862
TEXAS,Callahan,48059,13770,1927,194,24537,2751,1870,102,2533
TEXAS,Carson,48065,6032,378,68,32917,1057,846,9,684
TEXAS,Cass,48067,30087,5808,905,22545,6474,7104,514,4579
TEXAS,Clay,48077,10387,1401,323,27678,2311,1031,109,1436
TEXAS,Coleman,48083,8391,1619,113,27842,2010,1928,33,1921
TEXAS,Comal,48091,135097,10997,2362,36899,23967,43128,1195,16463
TEXAS,Cooke,48097,39571,5437,1005,28751,7044,9592,564,5831
TEXAS,Delta,48119,5215,1218,116,25004,1042,983,37,782
TEXAS,Erath,48143,41482,8359,683,25290,5718,10400,375,7290
TEXAS,Fayette,48149,25066,2698,188,30097,6023,7149,183,2652
TEXAS,Fisher,48151,3883,617,117,28355,892,1391,39,593
TEXAS,Franklin,48159,10679,899,375,25602,2221,2219,113,1760
TEXAS,Goliad,48175,7531,1267,190,29918,1615,3135,63,794
TEXAS,Gray,48179,22685,3309,597,24911,3568,8181,229,3821
TEXAS,Grayson,48181,128560,17383,3399,27276,22290,31103,1457,21458
TEXAS,Gregg,48183,123494,21029,2831,25839,18205,52107,1418,23020
TEXAS,Guadalupe,48187,155137,14519,2943,30817,20739,76482,1652,17565
TEXAS,Harrison,48203,66645,10488,1672,25418,10680,24231,823,9810
TEXAS,Hood,48221,56901,6027,718,32727,13807,8854,494,8591
TEXAS,Hopkins,48223,36240,6019,765,26267,6478,9583,538,6600
TEXAS,Hutchinson,48233,21571,3264,573,24725,3387,6321,186,3712
TEXAS,Irion,48235,1524,226,45,31449,289,438,25,210
TEXAS,Jasper,48241,35504,5751,1226,25004,6730,9033,366,5789
TEXAS,Johnson,48251,163475,16991,3360,27667,22330,44347,1986,26000
TEXAS,Kendall,48259,41982,2178,879,43241,7894,11381,289,3824
TEXAS,Lamar,48277,49532,8685,1263,23833,9227,12527,458,8412
TEXAS,Lampasas,48281,20640,2300,679,28158,3763,5660,178,2989
TEXAS,McCulloch,48307,8098,1266,97,24409,1789,3153,62,1464
TEXAS,Montague,48337,19409,2711,467,28457,4229,2715,257,3727
TEXAS,Morris,48343,12424,1999,479,23438,2639,4378,175,1782
TEXAS,Orange,48361,84047,11445,2140,28826,12906,15929,913,12831
TEXAS,Palo Pinto,48363,28317,4945,986,24983,5419,7018,458,5221
TEXAS,Parker,48367,129802,10627,3176,34705,19539,20937,1311,17795
TEXAS,Polk,48373,47837,7634,1359,24686,8908,13960,610,8133
TEXAS,Randall,48381,132475,11236,2366,33814,18914,36461,1053,14055
TEXAS,Red River,48387,12275,2214,417,21666,2903,3293,45,1754
TEXAS,Robertson,48395,16890,2094,506,25465,3200,7162,282,2499
TEXAS,Runnels,48399,10310,1412,119,23042,2127,3942,62,1578
TEXAS,Taylor,48441,136348,20272,2850,26469,19155,49223,1158,17630
TEXAS,Upshur,48459,40769,5328,1357,24458,7098,7952,568,6798
TEXAS,Van Zandt,48467,54368,7688,1186,26151,10938,8654,491,9240
TEXAS,Washington,48477,34796,4523,955,29604,7239,12432,371,3958
TEXAS,Young,48503,18114,2148,255,25855,3585,3938,215,3313
UTAH,Garfield,49017,5017,857,90,24055,1031,549,43,781
UTAH,Kane,49025,7350,924,98,25746,1644,626,23,1034
UTAH,Wayne,49055,2694,225,14,22920,536,238,37,498
VERMONT,Bennington,50003,35920,3892,781,31896,7906,2027,168,1505
VERMONT,Caledonia,50005,30425,3611,568,28085,5866,1548,151,1550
VERMONT,Franklin,50011,49025,3740,1152,30692,7317,2975,331,1647
VERMONT,Grand Isle,50013,6965,528,183,40464,1349,492,12,217
VERMONT,Lamoille,50015,25268,3574,583,33247,4077,1338,248,1469
VERMONT,Orange,50017,28937,3064,726,30836,5677,1301,270,1321
VERMONT,Orleans,50019,26911,3641,570,26657,5838,1276,158,1091
VERMONT,Washington,50023,58477,6407,1124,34033,10802,3357,195,1816
VERMONT,Windham,50025,43150,5574,1256,31563,9065,2918,337,2092
VERMONT,Windsor,50027,55427,5452,1215,35152,12184,2917,418,2575
