STATE,COUNTY,FIPS,E_TOTPOP,E_POV,E_UNEMP,E_PCI,E_AGE65,E_MINRTY,E_CROWD,E_UNINSUR
PENNSYLVANIA,Delaware,42045,563527,54468,17628,38251,88412,183507,3025,30066
SOUTH CAROLINA,Abbeville,45001,24657,5395,800,21185,5066,7682,82,2839
SOUTH CAROLINA,Beaufort,45013,182658,19724,4645,36306,46932,59115,1146,20003
SOUTH CAROLINA,Colleton,45029,37568,7779,1558,21003,7228,16340,227,4246
SOUTH CAROLINA,Saluda,45081,20299,3231,554,22174,3818,8536,139,2708
SOUTH CAROLINA,Sumter,45085,106995,21177,5068,22272,16592,58421,1065,12578
SOUTH CAROLINA,Union,45087,27644,5887,943,22372,5353,9725,216,2628
SOUTH DAKOTA,Brookings,46011,34239,4735,694,27968,3823,3266,111,2061
SOUTH DAKOTA,Faulk,46049,2322,289,4,29065,589,116,0,237
SOUTH DAKOTA,Lincoln,46083,54914,2015,680,39797,6393,3653,211,2466
SOUTH DAKOTA,McPherson,46089,2364,348,91,27240,692,114,0,193
SOUTH DAKOTA,Potter,46107,2326,159,9,31467,648,169,0,121
SOUTH DAKOTA,Roberts,46109,10285,1893,307,26537,1963,4435,89,1963
TENNESSEE,Campbell,47013,39687,7660,1443,23064,8030,1365,153,4406
TENNESSEE,Cumberland,47035,58634,8782,1550,24985,17521,3212,484,5625
TENNESSEE,Davidson,47037,684017,108515,18066,34343,79891,299367,8065,85347
TENNESSEE,Fentress,47049,17994,3855,497,19013,3729,608,163,1729
TENNESSEE,Grainger,47057,23013,4210,667,22151,4498,1253,223,2417
TENNESSEE,Haywood,47075,17779,3445,590,22148,3067,9926,164,1799
TENNESSEE,Houston,47083,8176,1266,185,21866,1724,645,26,775
TENNESSEE,Jackson,47087,11615,2241,372,20276,2492,521,72,1180
TENNESSEE,Meigs,47121,11962,1980,464,23555,2462,683,84,1089
TENNESSEE,Unicoi,47171,17780,3653,718,22700,4130,1166,109,1726
TENNESSEE,Union,47173,19293,4096,676,21677,3370,691,244,2282
TENNESSEE,Wayne,47181,16649,2853,448,19350,3134,1648,169,1639
TEXAS,Anderson,48001,57863,6565,659,16868,8199,23551,635,6237
TEXAS,Austin,48015,29565,3159,674,30858,5394,11040,563,3549
TEXAS,Bandera,48019,21763,3219,607,28539,5633,4731,208,3815
TEXAS,Bastrop,48021,82577,8067,2498,26540,11725,38820,1306,13141
TEXAS,Bell,48027,342236,45934,11635,25911,35199,183432,4341,37826
TEXAS,Borden,48033,665,17,6,33781,173,70,1,31
TEXAS,Brazoria,48039,353999,31553,8204,33547,39980,183677,4286,45977
TEXAS,Burleson,48051,17863,2198,498,28732,3628,6246,355,2950
TEXAS,Camp,48063,12813,2542,347,20898,2301,5637,235,2121
TEXAS,Cherokee,48073,51903,8878,1166,21520,8775,20262,1186,9274
TEXAS,Childress,48075,7226,844,346,20234,955,3054,10,995
TEXAS,Coke,48081,3275,500,46,24768,892,800,27,412
TEXAS,Collin,48085,944350,61635,19998,43439,98040,396947,7732,97825
TEXAS,Colorado,48089,21022,2242,343,27861,4463,9167,503,2817
TEXAS,Coryell,48099,75389,8163,2354,21507,7013,30911,538,5734
TEXAS,DeWitt,48123,20435,2971,533,28728,3930,9164,333,2403
TEXAS,Ellis,48139,168838,15481,3070,30727,20837,64697,2028,25551
TEXAS,Gillespie,48171,26208,2946,531,33515,7611,6555,409,4853
TEXAS,Hamilton,48193,8269,1303,44,28074,2082,1265,106,1405
TEXAS,Hardeman,48197,3952,494,133,22938,799,1259,37,622
TEXAS,Hartley,48205,5767,266,19,20480,827,2377,63,712
TEXAS,Howard,48227,36667,5301,1066,23784,4596,18652,383,5539
TEXAS,Jeff Davis,48243,2234,142,49,26053,706,812,13,295
TEXAS,Kimble,48267,4408,928,68,28899,1273,1215,30,1001
TEXAS,Knox,48275,3733,526,84,21796,683,1542,43,568
TEXAS,Live Oak,48297,12123,1735,102,24244,2423,5276,124,2043
TEXAS,Llano,48299,20640,2376,633,35822,7418,2760,344,3423
TEXAS,Lynn,48305,5808,1090,215,25279,978,2956,66,1011
TEXAS,McLennan,48309,248429,45964,5282,24826,34440,108663,2876,36835
TEXAS,Mason,48319,4161,602,127,25602,1044,1132,9,844
TEXAS,Matagorda,48321,36743,7293,1181,24376,5900,20413,585,7141
TEXAS,Medina,48325,49334,4855,799,26274,7944,27655,394,6255
TEXAS,Mills,48333,4902,799,36,24274,1413,1001,40,980
TEXAS,Mitchell,48335,8558,559,168,20896,1298,4399,148,887
TEXAS,Nacogdoches,48347,65558,14631,2587,22580,8992,26479,938,12271
TEXAS,Nueces,48355,360486,57686,10395,27649,49345,252834,6304,60602
TEXAS,Oldham,48359,2090,182,30,24151,294,531,15,164
TEXAS,San Jacinto,48407,27819,4107,765,21808,6114,7040,435,5424
TEXAS,Sterling,48431,1141,39,9,28997,159,535,12,223
TEXAS,Travis,48453,1203166,154741,27885,41049,110350,612793,19988,161828
TEXAS,Victoria,48469,91970,13737,2456,28576,14171,50542,1630,14405
TEXAS,Wheeler,48483,5482,972,114,26844,1015,1742,127,1065
TEXAS,Wilbarger,48487,12906,2199,260,24078,2294,5323,206,1813
TEXAS,Williamson,48491,527057,35189,12732,35825,60686,210417,4121,48962
UTAH,Beaver,49001,6443,524,119,22558,912,832,127,770
UTAH,Daggett,49009,612,23,3,27698,100,35,2,14
UTAH,Juab,49023,10948,1229,157,22498,1262,852,194,1312
UTAH,Salt Lake,49035,1120805,107925,22701,31648,114930,319091,12781,125333
UTAH,Utah,49049,590440,64510,10759,24528,43689,102239,7782,50364
UTAH,Washington,49053,160537,19719,2973,26601,32828,24646,2728,22299
VIRGINIA,Arlington,51013,231803,16360,4405,69051,23483,88649,3189,15008
VIRGINIA,Bland,51021,6447,481,196,24275,1407,236,46,483
VIRGINIA,Brunswick,51025,16665,3082,494,20657,3367,9885,25,1231
VIRGINIA,Fairfax,51059,1143529,69895,26682,54725,144212,557568,13270,97443
VIRGINIA,Loudoun,51107,385143,14223,7516,53408,33265,166189,2177,23731
VIRGINIA,Lunenburg,51111,12278,2022,205,18677,2578,4935,108,1509
VIRGINIA,Nottoway,51135,15500,2814,216,23109,2870,7058,214,1603
VIRGINIA,Patrick,51141,17859,3264,439,23016,4538,1833,184,2072
VIRGINIA,Russell,51167,27408,5276,697,21754,5493,879,41,2757
VIRGINIA,Southampton,51175,17939,1665,350,25643,3371,7005,95,1142
VIRGINIA,Alexandria City,51510,156505,16432,3244,59239,16943,75455,3107,18992
VIRGINIA,Buena Vista City,51530,6399,1182,74,19744,1176,765,0,922
VIRGINIA,Fairfax City,51600,23865,2018,535,47047,3436,10313,221,1868
VIRGINIA,Fredericksburg City,51630,28469,3672,869,34722,3023,11455,276,3054
VIRGINIA,Hampton City,51650,135583,20609,4836,28384,19719,83186,1158,12358
VIRGINIA,Salem City,51775,25519,2095,669,31274,4731,3744,58,1693
VIRGINIA,Williamsburg City,51830,14788,2356,488,29203,2195,4728,70,849
VIRGINIA,Winchester City,51840,27789,4004,535,29727,4341,9347,265,4281
WASHINGTON,Columbia,53013,4001,456,83,31206,1093,562,13,194
WASHINGTON,Douglas,53017,41371,5459,787,28579,6848,14684,980,4277
WASHINGTON,Ferry,53019,7576,1406,221,23640,1833,2013,154,608
WASHINGTON,Okanogan,53047,41638,8449,1150,23961,8626,14413,785,5102
WASHINGTON,Pacific,53049,21281,3653,510,24474,6234,3789,125,1559
WASHINGTON,Pend Oreille,53051,13219,2001,299,26739,3331,1511,266,993
WASHINGTON,Skagit,53057,123907,15606,3401,31822,24374,31520,2558,9415
WASHINGTON,Wahkiakum,53069,4189,323,77,29452,1392,538,29,297
WEST VIRGINIA,Mercer,54055,60486,11720,1456,21821,12584,5842,223,3986
WEST VIRGINIA,Pocahontas,54075,8531,1372,169,24109,2047,149,28,676
WEST VIRGINIA,Summers,54089,13018,2769,494,20784,3018,1065,97,385
WEST VIRGINIA,Wayne,54099,40708,9042,1172,21240,8060,1060,120,3317
WEST VIRGINIA,Wirt,54105,5797,1083,129,21314,1103,167,0,365
WYOMING,Teton,56039,23059,1619,210,53703,3135,4246,658,2305
ALABAMA,Clarke,1025,24387,6088,1283,21111,4626,11492,167,2594
ALABAMA,Cleburne,1029,14938,2719,458,21989,2803,1099,49,1886
ALABAMA,Franklin,1059,31542,6299,840,19776,5100,7229,366,4005
ALABAMA,Winston,1133,23875,3817,740,21799,5027,1447,100,2901
ALASKA,Bristol Bay,2060,890,50,43,45259,85,410,15,173
ALASKA,Hoonah-Angoon,2105,2132,207,130,35355,415,1211,27,533
ALASKA,Kodiak Island,2150,13649,1243,381,32516,1248,6896,399,2643
ALASKA,Matanuska-Susitna,2170,103464,10476,4536,30943,11030,21244,1559,15436
ALASKA,Prince of Wales-Hyder,2198,6474,972,385,27236,960,3538,141,1674
ALASKA,Southeast Fairbanks,2240,6876,730,330,32409,886,1770,200,1056
ARIZONA,Gila,4007,53400,11807,2052,22939,14783,20065,875,5963
ARIZONA,Maricopa,4013,4253913,618496,117059,31697,615277,1885037,69332,468379
ARIZONA,Mohave,4015,206064,35296,6954,24829,59337,46157,3230,21042
ARKANSAS,Fulton,5049,12139,2844,284,19413,3071,575,185,1085
ARKANSAS,Hempstead,5057,22018,5271,518,20168,3873,9936,243,2164
ARKANSAS,Izard,5065,13559,2156,476,20501,3380,920,82,906
ARKANSAS,Jackson,5067,17225,3313,396,19848,2985,3968,141,1156
ARKANSAS,Marion,5089,16438,3355,455,19710,4496,931,109,1137
ARKANSAS,Montgomery,5097,8993,1666,197,22347,2393,867,84,1060
ARKANSAS,Newton,5101,7848,1103,62,18907,1929,466,57,584
ARKANSAS,Poinsett,5111,24054,5123,597,19413,4198,3110,452,2722
ARKANSAS,Scott,5127,10442,2282,433,17375,2077,1636,122,918
ARKANSAS,Stone,5137,12446,2767,308,20496,3283,648,56,931
ARKANSAS,Woodruff,5147,6660,1608,248,21276,1483,2039,24,400
CALIFORNIA,Alpine,6003,1146,227,79,29041,293,468,7,118
CALIFORNIA,Glenn,6021,27897,5152,806,21736,4300,13390,386,2644
CALIFORNIA,Mendocino,6045,87422,15877,3837,27395,17845,30108,1725,8065
CALIFORNIA,Riverside,6065,2383286,345724,94709,27142,328609,1526818,49586,237305
CALIFORNIA,San Benito,6069,59416,5459,2294,31475,7194,38636,1465,4366
CALIFORNIA,San Diego,6073,3302833,403190,106962,36156,439595,1787453,75015,279602
CALIFORNIA,Solano,6095,438530,44427,15346,33700,64390,269660,7695,23696
CALIFORNIA,Yolo,6113,214977,40583,6722,32598,25441,113703,4068,12563
COLORADO,Bent,8011,5809,912,119,14777,1005,2127,35,379
COLORADO,Denver,8031,693417,93728,16235,41196,78751,320707,9490,70752
COLORADO,Otero,8089,18325,4421,644,20109,3616,8461,104,1742
COLORADO,Rio Grande,8105,11351,1890,468,22413,2143,5431,206,1210
CONNECTICUT,Hartford,9003,894730,97063,31361,39260,147260,341305,6100,38340
DISTRICT OF COLUMBIA,District of Columbia,11001,684498,109497,29373,53321,81712,436441,10155,27088
FLORIDA,Broward,12011,1909151,255214,67089,31464,303981,1198713,27626,277323
FLORIDA,Jackson,12063,48472,8345,1591,18882,8981,16800,613,4634
FLORIDA,Lee,12071,718679,98969,18842,31924,198022,231301,6618,101742
FLORIDA,Orange,12095,1321194,207125,42170,28859,150264,781845,14475,190437
FLORIDA,Osceola,12097,338619,54789,10442,21331,43188,227369,3382,53244
FLORIDA,Washington,12133,24566,4901,815,18112,4263,5532,213,2807
GEORGIA,Appling,13001,18454,4191,460,20421,3052,5638,203,2813
GEORGIA,Baldwin,13009,45286,10838,1836,20305,6776,21471,236,5048
GEORGIA,Brantley,13025,18561,4440,414,18904,2853,1399,189,3531
GEORGIA,Brooks,13027,15622,4188,658,23421,2979,6766,188,3232
GEORGIA,Burke,13033,22550,5523,477,21334,3299,11932,258,3032
GEORGIA,Chattooga,13055,24817,4533,798,18209,4201,4242,593,3555
GEORGIA,Clarke,13059,124602,35653,4031,22589,12807,55753,1039,17321
GEORGIA,Decatur,13087,26833,6449,555,20397,4221,13278,678,4886
GEORGIA,DeKalb,13089,743187,120880,29826,34100,85571,526966,6785,109283
GEORGIA,Dodge,13091,20919,4447,583,18921,3540,7259,151,2145
GEORGIA,Douglas,13097,141840,18309,5007,26621,15585,82356,970,18539
GEORGIA,Echols,13101,3994,1070,90,22883,646,1307,49,1023
GEORGIA,Fulton,13121,1021902,149412,35765,43707,113402,615147,7408,111048
GEORGIA,Glascock,13125,3009,536,47,21076,513,381,57,243
GEORGIA,Henry,13151,221307,22810,7522,28274,24308,121503,846,24099
GEORGIA,Irwin,13155,9268,2413,331,18406,1728,3034,23,1441
GEORGIA,Lanier,13173,10366,2377,347,18800,1319,3247,18,1535
GEORGIA,Laurens,13175,47418,12376,875,20655,7984,20070,416,5214
GEORGIA,McDuffie,13189,21498,5291,769,21384,3596,9936,177,2827
GEORGIA,Marion,13197,8484,1755,394,22478,1724,3455,67,1192
GEORGIA,Peach,13225,26966,5392,1061,22767,4070,14579,181,3633
GEORGIA,Richmond,13245,201463,44956,9290,22045,26601,130814,1450,26144
GEORGIA,Schley,13249,5211,1111,315,20585,864,1831,45,868
GEORGIA,Toombs,13279,27048,6324,1211,23416,4383,10727,448,4448
GEORGIA,Turner,13287,7962,2677,204,18787,1436,3650,132,1145
GEORGIA,Wilcox,13315,8846,1484,183,14829,1449,3678,57,1123
HAWAII,Maui,15009,165281,15840,3901,33792,27860,115054,5678,8327
IDAHO,Adams,16003,4019,453,190,25143,1128,304,33,662
IDAHO,Gooding,16047,15169,2395,323,22542,2537,4874,260,2501
IDAHO,Lincoln,16063,5321,708,79,20188,661,1769,96,1172
ILLINOIS,Alexander,17003,6532,1946,167,19065,1328,2469,43,439
ILLINOIS,Champaign,17019,209448,40411,5207,29683,25028,67691,4144,9863
ILLINOIS,Pope,17151,4249,537,234,22343,1240,384,15,143
ILLINOIS,Pulaski,17153,5611,1048,192,20317,1191,2040,14,193
INDIANA,Adams,18001,35195,5767,586,22514,5251,2278,624,6560
INDIANA,Daviess,18027,32937,4110,624,22548,4947,2648,393,7549
INDIANA,LaGrange,18087,38942,2806,427,23626,5153,2226,454,15188
INDIANA,Monroe,18105,145403,31680,4961,27461,17779,23510,909,11142
IOWA,Buena Vista,19021,20260,2507,590,26607,2914,8034,530,1932
IOWA,Davis,19051,8885,1081,121,26503,1554,276,261,2278
KANSAS,Grant,20067,7616,666,203,25788,906,3677,68,1360
KANSAS,Hamilton,20075,2616,294,26,20723,325,1013,5,558
KENTUCKY,Bath,21011,12268,2552,365,21175,1978,590,49,909
KENTUCKY,Carroll,21041,10711,2657,442,23546,1611,1208,195,814
KENTUCKY,Christian,21047,72263,13280,2140,21770,8490,24677,559,5344
KENTUCKY,Hart,21099,18627,3918,526,20421,3036,1575,119,1634
KENTUCKY,Johnson,21115,22843,5119,727,21089,3938,607,128,913
KENTUCKY,Lyon,21143,8186,1060,79,26621,2023,756,77,455
KENTUCKY,Menifee,21165,6405,1438,153,19825,1269,36,51,228
KENTUCKY,Metcalfe,21169,10004,2343,224,19436,1792,498,90,564
KENTUCKY,Monroe,21171,10634,2546,292,23025,1956,703,76,952
KENTUCKY,Rowan,21205,24499,5585,502,19692,3266,1335,141,1325
KENTUCKY,Russell,21207,17760,4301,574,19149,3400,1110,260,1564
KENTUCKY,Todd,21219,12350,2186,358,23188,1921,1749,164,1861
KENTUCKY,Whitley,21235,36089,8858,1147,19145,5694,1444,281,2027
LOUISIANA,Avoyelles,22009,40882,8955,1158,21390,6651,14230,560,3662
LOUISIANA,Caddo,22017,248361,56774,8026,25902,39667,136151,1613,25091
LOUISIANA,Caldwell,22021,9996,2569,301,20574,1801,2083,154,1510
LOUISIANA,Catahoula,22025,9893,1926,213,21962,1617,3372,66,1203
LOUISIANA,Grant,22043,22348,3765,436,18082,3232,5270,105,1677
LOUISIANA,Iberia,22045,72691,15470,3486,23156,10199,29829,960,8365
LOUISIANA,Lincoln,22061,47356,13118,1590,22498,6174,22113,354,5118
LOUISIANA,Morehouse,22067,25992,7162,534,19399,4591,13163,239,3018
LOUISIANA,Richland,22083,20474,5658,389,20128,3403,8081,213,3041
LOUISIANA,St. Bernard,22087,45694,8912,2156,21217,4869,16966,361,5187
MARYLAND,Kent,24029,19593,2210,425,34910,5044,4345,20,1040
MARYLAND,Montgomery,24031,1040133,71153,28775,52828,151809,577715,11957,76522
MARYLAND,Prince George's,24033,906202,78590,34528,35869,111152,788701,12083,97006
MASSACHUSETTS,Essex,25009,781024,81801,22962,40697,127337,226281,6913,23928
MICHIGAN,Gogebic,26053,15414,2525,358,24325,3788,1600,41,1183
MICHIGAN,Isabella,26073,70775,17034,2785,23164,8289,10305,431,6153
MICHIGAN,Mackinac,26097,10817,1704,499,28941,2877,2875,95,1139
MICHIGAN,Montmorency,26119,9261,1511,379,23930,2842,366,61,731
MICHIGAN,Oscoda,26135,8277,1422,391,23526,2222,358,94,1088
MICHIGAN,Roscommon,26143,23877,4271,970,23862,7438,1171,149,1790
MINNESOTA,Nobles,27105,21839,3061,568,25554,3408,8731,263,1523
MINNESOTA,Ramsey,27123,541493,77330,14429,34049,74248,203520,8768,29542
MISSISSIPPI,Chickasaw,28017,17279,3576,411,19556,2798,8652,127,2374
MISSISSIPPI,Clay,28025,19808,4548,965,21076,3452,12086,46,2193
MISSISSIPPI,Forrest,28035,75517,17973,3634,22042,9784,32498,707,10606
MISSISSIPPI,Harrison,28047,202626,39694,8925,24445,28457,72462,2322,30876
MISSISSIPPI,Hinds,28049,241774,51764,11027,23114,31686,181559,2613,29775
MISSISSIPPI,Jasper,28061,16529,3810,404,21929,3172,9121,158,2135
MISSISSIPPI,Newton,28101,21524,5446,612,21600,3425,8375,371,2427
MISSISSIPPI,Oktibbeha,28105,49481,13304,2279,22136,5289,21449,334,5254
MISSISSIPPI,Simpson,28127,27073,6599,948,20495,4505,10417,382,3560
MISSISSIPPI,Tishomingo,28141,19478,3423,833,20037,3893,1322,170,2693
MISSISSIPPI,Wayne,28153,20422,4443,843,22611,3344,8674,216,2070
MISSOURI,Crawford,29055,24280,4667,1058,21107,4538,1142,259,4109
MISSOURI,Hickory,29085,9368,1612,228,20646,3140,463,57,1569
MISSOURI,New Madrid,29143,17811,4005,629,20638,3248,3565,185,2852
MISSOURI,Ozark,29153,9236,2384,241,18818,2483,416,99,1291
MISSOURI,Ripley,29181,13693,3633,374,17502,2714,679,98,1947
MISSOURI,Shannon,29203,8246,2312,196,18066,1710,491,93,1391
MONTANA,Liberty,30051,2280,322,6,45587,568,61,9,221
NEBRASKA,Hall,31079,61343,7810,1481,27421,8815,20116,881,7927
NEBRASKA,Hooker,31091,691,112,1,25791,226,27,3,50
NEVADA,Clark,32003,2141574,299169,78287,29256,301845,1210163,32220,265314
NEVADA,Mineral,32021,4448,1033,300,22897,1099,1837,96,574
NEW JERSEY,Camden,34007,507367,62871,18876,34280,75995,217338,3809,37569
NEW JERSEY,Mercer,34021,368762,40026,13094,42155,53598,183007,2767,29869
NEW JERSEY,Middlesex,34023,826698,67432,24243,38140,117814,464376,11794,61923
NEW MEXICO,Catron,35003,3539,810,0,20767,1364,654,6,272
NEW MEXICO,Colfax,35007,12353,2797,486,22293,3155,6576,173,956
NEW MEXICO,Curry,35009,50199,10119,1507,23729,6018,26015,605,5823
NEW MEXICO,De Baca,35011,2060,340,28,19215,431,988,7,161
NEW MEXICO,Doña Ana,35013,215338,58023,8052,21300,32046,156115,3166,23944
NEW MEXICO,Torrance,35057,15595,3870,316,20072,3001,7579,166,1176
NEW YORK,Richmond,36085,474101,60026,10872,34987,73325,181741,7142,23153
NEW YORK,Tompkins,36109,102962,17500,2438,31464,13561,23305,571,3740
NEW YORK,Westchester,36119,968815,87214,29722,54572,158902,445341,14214,64712
NORTH CAROLINA,Bertie,37015,19644,4207,990,20430,4125,12909,197,1912
NORTH CAROLINA,Bladen,37017,33778,8649,978,20803,6752,15312,334,4697
NORTH CAROLINA,Durham,37063,306457,46805,8615,34063,37056,177023,3433,36780
NORTH CAROLINA,Hyde,37095,5393,1062,231,18433,887,2215,75,753
NORTH CAROLINA,Jones,37103,9695,2526,381,21539,2053,3654,107,1495
NORTH CAROLINA,Richmond,37153,45189,10503,1841,20745,7692,19288,478,5529
NORTH CAROLINA,Warren,37185,20033,3663,724,22461,4736,12357,83,2506
NORTH CAROLINA,Watauga,37189,54117,13155,2009,24906,8200,4392,334,4741
NORTH DAKOTA,McKenzie,38053,12536,1681,248,36798,1132,2782,302,2086
NORTH DAKOTA,Mountrail,38061,10152,1016,204,37602,1129,3871,157,1607
OHIO,Lucas,39095,432379,80686,16242,28361,66474,134436,2139,26586
OKLAHOMA,Greer,40055,5943,1071,184,18292,1049,1486,3,882
OKLAHOMA,Haskell,40061,12704,2468,468,21280,2498,3708,219,2338
OKLAHOMA,Okfuskee,40107,12115,2701,375,17281,2091,4673,157,2628
OKLAHOMA,Payne,40119,81512,19412,1889,23589,9633,18755,961,9710
OKLAHOMA,Sequoyah,40135,41359,9428,1373,20020,7450,15282,756,7791
OREGON,Multnomah,41051,798647,118644,25413,36868,100763,239842,11692,56491
PENNSYLVANIA,Centre,42027,161443,26301,3409,29432,21423,23422,1356,8550
PENNSYLVANIA,Forest,42053,7351,467,58,15360,1626,2833,15,112
RHODE ISLAND,Providence,44007,634533,98661,22452,30356,93384,244090,5542,39762
SOUTH CAROLINA,Darlington,45031,67253,14659,3486,21587,11912,30352,501,7524
SOUTH CAROLINA,Richland,45079,408263,61617,14248,29010,48691,233352,2377,35526
SOUTH DAKOTA,Beadle,46005,18374,3263,162,26316,3041,4125,370,1193
SOUTH DAKOTA,Clay,46027,13925,2974,473,26230,1608,1712,7,1031
SOUTH DAKOTA,Lyman,46085,3869,840,126,22097,593,1700,77,658
TENNESSEE,Clay,47027,7686,2026,126,19512,1842,428,66,844
TENNESSEE,Hancock,47067,6585,1647,211,20578,1319,201,43,748
TENNESSEE,Hardeman,47069,25562,4521,1229,17352,4480,11632,83,2385
TENNESSEE,Johnson,47091,17789,3713,229,19784,3902,1293,72,1707
TENNESSEE,Perry,47135,7912,2347,254,28270,1613,616,110,1139
TENNESSEE,Pickett,47137,5088,862,88,23250,1349,57,39,319
TENNESSEE,Scott,47151,21954,4799,815,19179,3562,584,60,2575
TENNESSEE,Shelby,47157,937005,189641,36236,28828,118566,598831,8063,111735
TENNESSEE,Van Buren,47175,5704,1060,288,19560,1262,228,53,808
TEXAS,Angelina,48005,87607,15533,3085,22322,13627,34391,1494,16430
TEXAS,Bexar,48029,1925865,307665,54352,26988,223805,1386430,26689,286899
TEXAS,Brazos,48041,219193,51009,4840,26539,18907,96326,2638,28137
TEXAS,Calhoun,48057,21807,3041,742,26596,3669,12493,645,4092
TEXAS,Collingsworth,48087,2996,467,124,22880,542,1118,47,663
TEXAS,Dallam,48111,7243,1001,147,26844,751,3588,68,1796
TEXAS,Foard,48155,1408,95,72,25636,379,313,5,182
TEXAS,Fort Bend,48157,739342,57565,19664,39472,74854,490028,7694,81767
TEXAS,Glasscock,48173,1430,136,0,30902,173,626,21,290
TEXAS,Hall,48191,3074,699,147,22846,709,1345,39,772
TEXAS,Hemphill,48211,4061,564,102,26781,540,1559,86,1080
TEXAS,Hockley,48219,23162,3496,783,23440,3192,12214,457,4231
TEXAS,Houston,48225,22955,4872,181,18080,4834,8770,252,2977
TEXAS,Jefferson,48245,255210,43850,6451,26205,35455,150341,2168,49375
TEXAS,Jones,48253,19891,1802,199,17673,2968,9278,74,1767
TEXAS,Kent,48263,749,77,12,29503,227,136,0,39
TEXAS,McMullen,48311,662,85,50,32556,137,336,25,81
TEXAS,Marion,48315,10083,2061,449,27052,2544,2941,118,1232
TEXAS,Martin,48317,5614,595,68,29225,655,2636,119,698
TEXAS,Menard,48327,2123,205,36,25067,564,804,27,652
TEXAS,Montgomery,48339,554445,54526,12305,39618,69473,183783,6990,78703
TEXAS,Reagan,48383,3752,549,77,25397,350,2688,12,916
TEXAS,Real,48385,3389,751,15,21109,1117,680,31,909
TEXAS,Refugio,48391,7236,1300,294,23810,1550,4208,67,1122
TEXAS,Sabine,48403,10458,2200,244,23450,3162,1492,79,1515
TEXAS,San Augustine,48405,8327,1939,270,23261,2134,2586,132,1246
TEXAS,San Saba,48411,5962,792,78,24307,1342,2116,64,1004
TEXAS,Scurry,48415,17239,2149,292,24508,2592,8081,336,2409
TEXAS,Sherman,48421,3058,460,14,26335,435,1337,48,596
TEXAS,Somervell,48425,8743,2097,72,26523,1575,1832,311,1459
TEXAS,Trinity,48455,14569,2328,451,22265,3878,3118,185,2931
TEXAS,Upton,48461,3634,685,27,26183,546,2109,41,462
TEXAS,Ward,48475,11586,1494,328,26570,1596,6862,158,2029
TEXAS,Wharton,48481,41551,7182,1041,26281,6767,22908,825,7491
UTAH,Piute,49031,1904,320,22,16932,479,50,4,415
VIRGINIA,Montgomery,51121,97997,21533,2255,28920,11648,16081,593,6270
VIRGINIA,Bristol City,51520,16843,3740,450,22900,3381,2141,70,1921
VIRGINIA,Charlottesville City,51540,47042,10915,1045,35026,5039,16119,333,4245
VIRGINIA,Lexington City,51678,7110,826,99,17762,1114,1272,0,351
VIRGINIA,Lynchburg City,51680,80131,15182,2380,22972,11252,30187,472,7385
VIRGINIA,Radford City,51750,17630,5230,493,20760,1504,2990,55,1348
VIRGINIA,Roanoke City,51770,99621,20046,3487,26119,15805,40813,843,12314
WASHINGTON,King,53033,2163257,203702,55432,49298,274609,855746,31712,122097
WASHINGTON,Whitman,53075,48593,11156,2231,22585,4844,10240,214,2105
WEST VIRGINIA,Gilmer,54021,8205,1246,282,17313,1331,1560,4,615
WEST VIRGINIA,Logan,54045,33801,7732,1580,21672,6246,1373,193,2405
WEST VIRGINIA,Roane,54087,14205,2901,488,20574,2924,441,84,758
WEST VIRGINIA,Webster,54101,8518,2362,363,20507,1878,26,15,484
WISCONSIN,Milwaukee,55079,954209,185627,30245,28121,123013,460486,9475,73447
ALABAMA,Choctaw,1023,13075,2864,504,22182,2884,5705,73,1481
ALABAMA,Conecuh,1035,12514,2752,505,17542,2707,6240,50,1804
ALABAMA,Marengo,1091,19538,4201,706,23056,3690,10747,57,1847
ALABAMA,Monroe,1099,21512,6561,1359,18890,4060,9823,51,2843
ALASKA,Yakutat City and Borough,2282,689,46,23,31878,85,397,16,141
ARKANSAS,Dallas,5039,7432,948,152,19401,1580,3475,13,539
ARKANSAS,Desha,5041,11887,3401,533,18475,2156,6477,69,862
ARKANSAS,Jefferson,5069,70424,14896,2888,20925,11468,42793,559,5224
ARKANSAS,Lincoln,5079,13695,1650,122,13636,2002,4886,148,658
ARKANSAS,Mississippi,5093,42831,10825,1781,20879,6028,17777,745,3321
ARKANSAS,Polk,5113,20163,4907,725,20176,4471,2479,384,2320
ARKANSAS,Sevier,5133,17193,3570,409,20627,2424,7254,443,2512
CALIFORNIA,Alameda,6001,1643700,170884,45110,44283,215917,1120309,44166,83911
CALIFORNIA,Contra Costa,6013,1133247,102543,35563,45524,169782,630296,18938,64189
CALIFORNIA,Los Angeles,6037,10098052,1589956,357178,32469,1299277,7439000,378286,1086657
CALIFORNIA,Monterey,6053,433212,58699,10475,28836,55515,301974,17221,46650
CALIFORNIA,Orange,6059,3164182,359503,84431,39590,440488,1868146,91513,265673
CALIFORNIA,Sacramento,6067,1510023,235982,54551,31311,202207,827523,26304,94295
CALIFORNIA,San Mateo,6081,765935,53387,17556,57375,117867,462888,20547,36429
CALIFORNIA,Santa Barbara,6083,443738,63010,13861,34229,64775,244382,15410,46478
CALIFORNIA,Santa Clara,6085,1922200,149850,49598,52451,246908,1306288,51170,91726
